用户ID,好坏客户,年龄,负债率,月收入,家属数量
134622,0,57,0.735751295,5210,3
134623,0,67,0.469384154,5666,0
134624,0,50,0.237520852,7792,0
134625,0,79,68,,
134626,0,24,0.006246096,1600,0
134627,0,53,0.407847082,9939,0
134628,0,43,0.220082988,6024,0
134629,0,61,48,,0
134630,0,91,0.011595362,2500,0
134631,0,44,0.12386778,8500,4
134632,0,61,0.14028735,8560,1
134633,0,39,0.319545187,5100,3
134634,0,56,0.335832084,2000,0
134635,0,44,0.448137966,4000,3
134636,0,73,0.764606266,1180,0
134637,0,50,0.145589226,7424,1
134638,0,55,0.278564206,5933,2
134639,0,51,0.28172043,2789,1
134640,0,44,0.062822953,3676,5
134641,0,71,0,5000,0
134642,0,64,1395,,0
134643,0,66,0.252084604,9833,1
134644,1,40,0.237587471,3000,0
134645,0,82,34,,
134646,0,79,1.108940201,1688,0
134647,0,49,0.441532918,9158,4
134648,0,41,0.180370741,13000,2
134649,0,59,0.007165472,6000,0
134650,0,37,0.578966858,5400,0
134651,0,51,1.065292096,3200,0
134652,0,66,31,,0
134653,1,32,0.136772645,5000,1
134654,0,38,0.834612854,4558,2
134655,0,61,24,,0
134656,0,57,0.392760724,10000,1
134657,0,63,0.203436051,11000,1
134658,1,68,99,,0
134659,0,71,255,,0
134660,0,65,0.001738375,2300,0
134661,0,60,0.047579182,7166,0
134662,0,44,0.477124183,2600,0
134663,0,42,0.256946248,7701,0
134664,0,38,0.495835647,1800,1
134665,0,33,0.416793358,8550,0
134666,0,59,0.19079046,6666,0
134667,0,80,0.015558699,5655,0
134668,0,33,1507,,0
134669,0,51,0.401439424,2500,0
134670,0,57,0.270127448,6433,1
134671,0,60,0.452909418,5000,0
134672,0,56,0.089825848,12000,0
134673,0,63,0.533561839,3500,1
134674,0,65,0.024198087,1776,0
134675,0,46,0.55919432,6900,2
134676,0,72,0.090372345,10500,0
134677,0,47,0.001626898,9219,2
134678,0,43,0.507473658,8161,0
134679,0,49,0.916430595,2823,0
134680,0,61,411,,0
134681,0,36,0.13148009,9316,1
134682,0,63,0.215156969,5000,0
134683,0,65,0.186809069,5336,0
134684,0,39,0.299549108,5100,2
134685,0,47,0.509956541,15416,3
134686,1,39,0.140892824,5308,0
134687,0,34,0.576883232,6756,0
134688,0,66,0.623262619,4100,0
134689,0,72,0.260951385,9564,1
134690,0,58,4824,,0
134691,1,59,0.821529745,6000,1
134692,0,82,0.190282925,17000,0
134693,0,51,0.193470666,8300,0
134694,0,61,0.261737912,5707,2
134695,0,41,0.202177294,4500,2
134696,0,43,0.08912978,6641,0
134697,0,39,0.485601646,5833,4
134698,0,62,38,,0
134699,0,36,0.163830716,4583,0
134700,0,40,0.043591282,5000,2
134701,0,50,0.320997835,9700,0
134702,0,52,0.563670821,13718,2
134703,0,23,0.009135201,1641,0
134704,0,59,0.450601805,3987,0
134705,1,61,0.245039225,6500,0
134706,0,40,0.697234807,6400,0
134707,0,42,0.645048439,3715,1
134708,0,34,0.039223226,5200,1
134709,0,37,0.134966258,4000,0
134710,1,77,0.016393443,2500,0
134711,1,35,3295,,2
134712,0,64,6,0,0
134713,0,91,400,,
134714,0,66,0.076452599,4250,1
134715,0,60,0.270208356,27500,0
134716,0,75,0.167430237,2400,1
134717,0,73,0.098319412,9936,0
134718,0,73,0.669141302,8081,0
134719,0,51,0.319584383,3175,0
134720,0,43,0.533558305,8000,3
134721,0,59,0.442816053,7300,3
134722,0,60,4124,,1
134723,0,52,0.292487813,24000,1
134724,0,80,0.390432099,647,0
134725,0,49,1715,,0
134726,0,64,706,,0
134727,0,25,0.12395042,2500,0
134728,0,47,0.366056356,7700,1
134729,0,55,0.672744336,7458,0
134730,0,27,0.057988402,5000,0
134731,0,68,0,,1
134732,0,53,968,,0
134733,0,56,0.025334272,2841,0
134734,0,65,69,,0
134735,0,54,0.254955824,13468,2
134736,0,50,0.196610883,9500,4
134737,0,39,0.369979224,5775,2
134738,0,55,0.20875,4799,0
134739,0,69,115,,1
134740,0,42,0.265340635,12417,2
134741,0,57,0.588878475,3200,3
134742,0,42,0.102500998,15033,1
134743,0,44,0.638534148,1800,0
134744,0,71,0.001454281,5500,0
134745,0,30,0.254911356,4173,3
134746,0,57,0.326334733,5000,0
134747,0,64,0.841408024,5283,2
134748,0,88,1393,,0
134749,0,65,0.02070922,3524,2
134750,0,77,0.021125625,6200,0
134751,0,44,0.292243965,7000,1
134752,0,60,1.051202961,6483,0
134753,0,48,3559,,3
134754,0,54,0.235063663,4083,1
134755,0,61,766,,1
134756,0,37,1.236082043,7166,0
134757,1,39,2828,,0
134758,0,55,0.333958255,8000,2
134759,1,42,0.002999625,8000,1
134760,0,50,0.28153121,7000,0
134761,0,40,0.421052632,9100,3
134762,0,37,0.941924959,3064,0
134763,0,77,9898,,0
134764,0,64,4177,,0
134765,0,30,0.435134492,4200,2
134766,0,49,0.592314902,3200,1
134767,0,73,0.024950005,10500,0
134768,0,66,0.018993669,3000,0
134769,0,50,0.036392721,5000,0
134770,0,39,0.362727597,2800,0
134771,0,48,2501,,0
134772,0,68,0.185160428,2991,0
134773,0,64,0.129500269,3721,0
134774,0,62,666,,0
134775,0,48,0.292693859,6692,2
134776,0,67,0.21224443,17460,1
134777,0,62,0.445849546,6167,1
134778,1,32,249,,0
134779,0,51,4609,,0
134780,0,61,0.178225451,9083,0
134781,1,50,0.509046592,10666,4
134782,1,34,0.254883864,6500,2
134783,0,70,0.188730688,3300,0
134784,0,47,0.19199616,16666,2
134785,0,62,0.243219598,8000,0
134786,0,22,1,0,0
134787,0,74,0.34649307,16666,0
134788,0,52,0.346331709,8000,2
134789,0,80,0.323419145,4000,0
134790,0,54,0.245922886,9258,4
134791,0,53,0.243509111,6200,0
134792,0,73,0.583676834,1212,0
134793,0,28,0.304939012,5000,0
134794,0,59,0.990497238,4524,2
134795,0,54,4941,,1
134796,0,83,0.009596162,5001,0
134797,0,58,1.039360605,5817,0
134798,0,41,0.240237691,2355,2
134799,0,36,0.340968586,4583,0
134800,0,52,0.137125049,7700,2
134801,0,58,0.005999647,5666,1
134802,0,57,1.062387522,1666,2
134803,0,44,0.230848802,17400,4
134804,0,65,0.314758032,7500,1
134805,0,73,0.006855184,3500,1
134806,1,50,0.00886382,13650,3
134807,0,43,0.507702322,4608,2
134808,0,53,0.219217217,10500,0
134809,0,56,1.009596162,2500,0
134810,0,29,0.117974058,4856,1
134811,1,52,0,1404,0
134812,0,50,0.684126349,2500,3
134813,0,30,430,,0
134814,0,57,0.285904698,3000,0
134815,0,58,0.745937839,12000,1
134816,0,51,0.450445903,11885,0
134817,0,27,0.534990003,3500,0
134818,0,59,0.651640965,2528,0
134819,1,51,0.113036524,3750,0
134820,0,83,1007,,0
134821,0,57,0.393233009,10166,1
134822,0,43,0.157460635,4000,0
134823,0,37,0.154975004,6200,3
134824,0,57,860,,0
134825,0,42,0.245409925,5500,2
134826,1,44,0.222110147,4956,3
134827,0,71,2642,,0
134828,0,51,32,,0
134829,0,33,0.061708861,3791,0
134830,1,55,0.427055703,4900,3
134831,0,46,1782,,0
134832,0,60,0.916284881,2400,0
134833,0,55,0.118235166,4600,0
134834,0,44,0.356395974,10232,2
134835,0,42,1.00149925,2000,0
134836,0,62,0.463507299,5000,2
134837,1,53,0.4343829,4350,2
134838,0,40,0.341863255,2500,2
134839,0,44,0.339260703,16420,3
134840,0,56,0.207694505,10500,1
134841,0,76,0.38566131,3235,1
134842,0,53,0.725709716,2500,0
134843,0,38,0.485576173,12825,4
134844,1,46,0.553355867,4141,3
134845,0,61,0.424029921,6416,0
134846,0,44,0.459864746,3400,0
134847,0,49,0.331583042,5141,0
134848,0,80,0,10000,0
134849,0,51,0.36490282,8900,0
134850,0,74,0.162440226,6900,0
134851,0,40,0.260313275,12895,2
134852,0,33,0.191644248,6318,3
134853,0,59,0.189843583,9333,0
134854,0,59,0.292647365,4800,2
134855,0,53,2145,,0
134856,0,68,0.006772244,9597,0
134857,0,44,0.430771282,15000,1
134858,0,30,0.330505907,3300,0
134859,1,78,0.463752334,12855,0
134860,0,52,0.112755253,6757,0
134861,0,75,0.278144371,5000,0
134862,0,62,0.702455988,4600,0
134863,1,26,0.207830071,2400,1
134864,0,45,4047,,1
134865,0,43,0.298485941,4160,1
134866,0,45,0.346649107,6833,0
134867,0,54,0.28437725,8333,2
134868,0,65,2944,0,0
134869,1,33,0.136621126,3000,0
134870,0,49,0.228363325,14003,0
134871,0,53,4144,,0
134872,0,37,0.07266436,2600,1
134873,0,32,0.408461112,5412,0
134874,0,63,1.265569918,850,0
134875,0,30,0.364737958,3300,0
134876,0,48,1575,,0
134877,0,22,0.064935065,1000,0
134878,0,42,0.217779668,9403,2
134879,0,71,0.456933569,11876,0
134880,0,31,0.326089855,7500,0
134881,0,67,0.351727982,1793,0
134882,0,73,27,,0
134883,0,51,0.200029265,13667,1
134884,1,40,0.911325141,3010,0
134885,0,62,6683,,0
134886,0,25,0.127342124,2881,0
134887,0,46,0.171759057,4581,0
134888,0,40,1473,,0
134889,0,53,2995,,0
134890,0,51,1.111938873,5234,1
134891,0,48,0.247613853,11000,1
134892,1,39,0.751809479,4282,3
134893,0,31,0.027610009,1158,0
134894,0,55,0.419605665,3600,0
134895,0,46,850,,0
134896,0,41,0.535737283,3105,2
134897,0,39,0.79316203,4708,0
134898,0,49,0.156153507,6800,0
134899,0,46,0.210708578,7507,0
134900,0,29,89,0,0
134901,0,48,0.276820792,3308,3
134902,0,60,0.200840131,16425,0
134903,0,67,30,,0
134904,0,65,0.003817488,5500,0
134905,0,56,0.570003694,2706,2
134906,0,37,0.312912146,4700,0
134907,0,64,0.333039481,15880,2
134908,0,38,0.08886027,1552,0
134909,0,60,2,,0
134910,0,23,0.146810146,1300,1
134911,0,55,0.283287285,17010,1
134912,0,68,0.450088695,6200,0
134913,0,74,0.604504417,10300,0
134914,0,55,0.089597243,4642,0
134915,0,57,0.119073341,8330,0
134916,0,41,0.585471509,3000,2
134917,0,30,0.449341209,2200,1
134918,0,58,0.337159254,23000,1
134919,1,34,0.272484417,2245,1
134920,0,65,1.169886742,1500,0
134921,0,74,0.31215971,550,0
134922,0,46,0.076208178,2151,0
134923,0,62,0.197438301,3200,0
134924,0,43,0.544490456,9900,0
134925,0,59,0.238515901,16413,0
134926,0,40,0.361408567,4855,0
134927,0,79,0.167013167,2885,1
134928,0,68,0.034321893,3000,1
134929,0,85,0.009852217,9337,0
134930,0,79,0.415045396,3083,1
134931,0,35,0.455287317,2940,0
134932,0,51,3413,,1
134933,0,47,2386,,0
134934,0,44,0.005310909,4518,0
134935,0,29,0.393606394,1000,0
134936,0,32,0.644188328,4077,0
134937,0,48,0.203053283,10021,3
134938,0,57,4299,,1
134939,0,56,0.165833578,3400,0
134940,0,49,0.2446599,6600,1
134941,0,51,0.454654415,7508,3
134942,0,31,49,,0
134943,0,50,2327,,0
134944,0,80,0.007085644,3245,0
134945,0,31,0.571516017,4900,1
134946,1,52,25,,0
134947,0,30,0.083983203,5000,0
134948,0,83,0.128260443,5098,0
134949,0,63,10,,
134950,0,25,0.254997779,2250,0
134951,0,56,0.315334773,8333,0
134952,0,41,0.208381392,2600,3
134953,0,67,0.292301718,10300,0
134954,0,70,0.200735394,7342,0
134955,0,66,0,6000,1
134956,0,64,0.250633339,5920,0
134957,0,36,0.471937075,7500,3
134958,0,59,0.54709727,2600,0
134959,0,71,0.294654389,24000,1
134960,0,44,0.141359812,7250,1
134961,0,56,99,,0
134962,0,50,0.253730415,16083,2
134963,0,70,0.480424442,5465,0
134964,0,51,0.389423748,7166,2
134965,0,56,0.414681733,12300,0
134966,0,52,0.392105607,7650,1
134967,0,60,0.544810035,5500,0
134968,0,55,0.300690592,8832,1
134969,0,55,0.54712926,3256,0
134970,0,56,0.249811194,11916,2
134971,0,34,0.204545455,2375,2
134972,0,65,61,,0
134973,0,65,1434,,1
134974,0,49,0.11572107,4000,2
134975,0,54,0.181363699,7200,0
134976,0,72,0.340392221,12135,1
134977,0,39,0.91720414,6666,1
134978,0,34,0.684766939,2080,0
134979,0,44,0.579401873,11000,1
134980,0,69,0.273954341,6000,0
134981,1,46,0.673028857,4400,1
134982,0,59,0.110222444,4000,3
134983,0,27,0,3500,0
134984,0,92,0.00219956,5000,0
134985,0,60,0.429831784,8500,1
134986,0,34,0.279783907,7033,0
134987,0,52,0.293721737,9508,2
134988,0,57,0.133762789,7916,0
134989,0,48,0.475652377,8583,0
134990,0,48,1105,,
134991,0,35,0.31725963,3400,0
134992,0,37,0.00777605,4500,3
134993,0,62,0.103451591,10400,0
134994,0,51,2273,,0
134995,0,52,0.243098234,10250,0
134996,0,48,0.415942206,8166,3
134997,1,63,0.58086745,7400,0
134998,0,27,0.212680115,1734,0
134999,0,44,0.302297622,7485,2
135000,1,42,1729,,0
135001,0,58,0.366480079,3036,1
135002,0,33,0.355431993,4675,1
135003,0,72,0.002166306,6000,0
135004,0,45,0.489921122,6845,2
135005,0,78,0,,
135006,1,28,0.499451497,6380,0
135007,0,44,0.785457163,4166,0
135008,0,26,0.268407434,4250,0
135009,0,78,0.002263625,5742,0
135010,0,60,120,,0
135011,0,47,1131,,2
135012,0,60,0.379442065,8638,0
135013,0,81,0.000217382,23000,0
135014,0,51,1537,,
135015,0,82,0.007404665,2700,0
135016,0,37,0.014801009,9120,4
135017,0,47,0.354604127,11000,3
135018,0,27,0.00814664,5400,0
135019,0,75,0.22442421,5600,0
135020,0,63,0.068795295,9520,0
135021,0,43,3258,,0
135022,0,65,0.503213827,7000,0
135023,0,53,0.002418965,6200,0
135024,0,52,0.389897395,6334,2
135025,1,25,0,1,0
135026,0,103,5,,0
135027,0,62,1657,,0
135028,0,47,0.310709479,5200,2
135029,0,30,0.412798172,7000,0
135030,0,59,0.360508205,5666,4
135031,0,59,0.512197541,10083,0
135032,0,55,0.273544686,12900,0
135033,0,78,0.107973007,4000,0
135034,0,50,0.261503928,9800,2
135035,0,61,2.70914311,9055,0
135036,0,30,0.095396792,4800,0
135037,0,51,0,3600,2
135038,0,49,0.197267577,3000,2
135039,0,54,0.238990716,4200,0
135040,0,52,0.445862387,7600,1
135041,0,44,0.42871361,4018,3
135042,0,66,1474,,1
135043,0,58,0.000292398,6839,0
135044,0,53,0.456031128,5139,0
135045,0,32,0.157745065,5977,0
135046,0,49,0.128515425,5866,0
135047,0,53,395,,0
135048,0,46,0.481028775,7853,3
135049,0,60,0.64453125,4351,0
135050,0,65,0.100479904,3333,0
135051,0,30,2146,,1
135052,0,25,0.024439014,4500,0
135053,0,62,0.297287479,8257,0
135054,0,65,1795,,
135055,0,43,3,,0
135056,0,62,0.299130435,11499,4
135057,1,30,0.151739452,1350,1
135058,0,74,616,,
135059,0,57,1212,,0
135060,1,52,1.147690306,4610,0
135061,0,69,0.537348547,8500,0
135062,0,72,0.260935981,7200,0
135063,0,61,0.23888741,7513,0
135064,0,38,0.483408202,6900,2
135065,0,32,0.057939914,5125,0
135066,0,53,5.409530157,3000,0
135067,0,31,0.111955218,2500,0
135068,1,60,0.311743341,3303,0
135069,0,52,0.196800533,6000,4
135070,0,42,0.181303116,6000,3
135071,0,73,0.198960208,5000,0
135072,0,62,0.012654273,6400,0
135073,0,35,0.102842451,7000,1
135074,0,55,0.209375636,9833,0
135075,0,84,0.03768651,6500,0
135076,0,55,0.363049365,4800,2
135077,0,36,0.277726347,5400,1
135078,0,44,0.213857171,5166,0
135079,0,30,0.762308445,6133,0
135080,0,57,0.209633972,6310,2
135081,0,75,0.257915201,5400,0
135082,0,28,0.653346653,1000,0
135083,0,43,0.020543587,11000,3
135084,0,81,0.115602472,3883,1
135085,0,40,0.347330534,5000,2
135086,1,89,0.031737194,1795,1
135087,0,28,0.233845055,2800,0
135088,0,59,0.564455975,6166,0
135089,0,65,7556,,0
135090,0,67,0.032594524,1533,0
135091,0,31,0.083298626,2400,0
135092,0,67,1295,,0
135093,0,45,0.094879127,3846,0
135094,0,73,0.228628562,6000,0
135095,0,83,0.301161996,7314,0
135096,0,43,0.099977278,4400,2
135097,0,73,515,,0
135098,0,47,0.502522863,6341,1
135099,0,50,936,,3
135100,0,30,385,,0
135101,0,64,0.036351098,30452,0
135102,0,41,0.226401619,8400,4
135103,0,27,0.26678092,3500,0
135104,0,50,6046,,
135105,0,68,0.269738421,4166,0
135106,0,52,0.101466449,6750,0
135107,0,62,0.00737584,6100,1
135108,0,46,3982,,
135109,0,46,2731,,3
135110,0,60,0.273513095,7750,2
135111,0,36,0.325033875,5903,2
135112,0,50,0.505377973,6600,2
135113,0,40,0.76619628,6235,2
135114,0,40,0.088991101,10000,0
135115,0,49,0.627861186,12188,2
135116,0,40,5461,,2
135117,1,47,0.653738505,2500,0
135118,0,56,0.134621793,3000,0
135119,0,72,0.332223147,1200,0
135120,1,32,0.310550298,8558,0
135121,0,40,0.781655035,5014,1
135122,0,25,0.184407796,2000,0
135123,0,70,0.013028199,11666,0
135124,0,48,0.322225925,3000,2
135125,0,47,1978,,0
135126,0,65,346,,0
135127,0,48,0.372090618,9666,2
135128,0,48,0.360610446,7600,2
135129,0,56,0.258411661,7340,2
135130,0,56,0.363044224,2916,1
135131,0,55,98,,3
135132,0,55,3406,,1
135133,0,81,0.003561888,10106,0
135134,0,67,1330,,0
135135,0,60,0.202867818,9902,1
135136,0,59,0.422767015,5832,1
135137,0,79,0.006094658,10500,0
135138,0,38,0.065499547,3312,0
135139,0,84,0.013995335,3000,0
135140,0,68,0.819239721,2577,0
135141,0,47,0.008207071,3167,2
135142,0,70,1545,,0
135143,0,35,0.736474695,6875,0
135144,0,42,2209,,3
135145,0,36,1011,,0
135146,1,33,0.078867381,6250,3
135147,0,58,0.202184814,5583,0
135148,0,85,11,,0
135149,0,40,0.319650977,8136,3
135150,0,25,0.399750156,1600,1
135151,0,31,0.149100257,3500,0
135152,0,80,0.014992504,2000,0
135153,0,37,570,,0
135154,0,36,0.000956328,3136,0
135155,0,75,2,,
135156,0,78,0.010447997,12633,0
135157,0,62,0.546069835,6500,0
135158,0,62,0.569554455,4039,0
135159,0,51,0.477252275,10000,1
135160,0,78,0,2500,0
135161,0,52,689,,0
135162,0,56,0.14877836,4583,0
135163,1,71,0.549633578,1500,0
135164,0,44,0.153296834,4200,4
135165,0,79,0.474236641,4191,0
135166,1,32,0.117785077,2130,0
135167,0,83,0.095880511,4150,0
135168,0,65,0.283652287,6165,0
135169,0,66,0.52302749,2800,0
135170,0,58,0.187921431,10232,0
135171,0,63,0.126098626,19000,0
135172,0,61,0,,1
135173,0,55,1672,,0
135174,0,44,0.270229191,25000,2
135175,0,36,0.479802693,7500,0
135176,0,45,0.399625059,6400,0
135177,0,74,0.028571429,1154,0
135178,0,49,0.202885482,11089,1
135179,0,39,0.215980365,11000,2
135180,0,27,509,,0
135181,0,65,0.00219956,5000,0
135182,0,58,0.272398928,8582,6
135183,0,51,0.87291713,4500,0
135184,0,69,1801,,0
135185,0,80,0.002961866,2700,0
135186,0,33,2824,,3
135187,1,52,0.379329846,14145,3
135188,1,49,1900,,0
135189,0,60,0.800044959,8896,3
135190,0,47,0.379941547,6500,2
135191,0,73,69,,0
135192,0,53,0.141746468,10546,1
135193,0,70,63,,
135194,0,40,0.975149957,3500,0
135195,1,33,0.266546691,5000,0
135196,0,45,0.107102411,6180,1
135197,0,48,1.239458779,3177,3
135198,0,42,0.064652299,4500,3
135199,0,71,0.155276295,11617,1
135200,0,29,0.162199,2200,0
135201,0,31,0.745170877,1345,0
135202,0,86,0.002475955,10500,0
135203,1,46,0.936659772,3867,4
135204,0,40,0.463104839,4959,2
135205,1,71,2218,,0
135206,0,31,0.16263956,6000,1
135207,0,57,15,,0
135208,0,44,0.153282239,3000,2
135209,0,30,0.041480974,2916,0
135210,0,38,0.168045938,5920,1
135211,0,79,97,,0
135212,0,68,0.539525424,7374,0
135213,0,58,0.225548563,5878,0
135214,0,56,0.647238224,2950,0
135215,0,62,0.000380916,10500,0
135216,0,64,0,2704,0
135217,0,53,1618,,
135218,0,54,1.510711225,3500,0
135219,0,31,0,2600,2
135220,0,71,464,,0
135221,0,33,0.4453196,3300,2
135222,0,34,0.141199226,5686,1
135223,0,87,0.08503952,10500,0
135224,0,53,0.36262359,7180,0
135225,0,81,0,2400,0
135226,0,55,0.222627334,9050,2
135227,1,52,0.56958275,12150,3
135228,0,61,49,,
135229,0,39,0.277842362,4300,2
135230,0,43,0.130773845,5000,0
135231,0,70,0.152068893,4760,0
135232,0,51,0,12500,0
135233,0,58,904,,0
135234,0,66,13,,
135235,0,54,82,,0
135236,0,69,0.364622162,2950,0
135237,0,62,0.175087757,9400,0
135238,0,64,0.112794876,6400,0
135239,0,68,967,,0
135240,1,36,0.18832467,2500,0
135241,0,28,2518,,0
135242,0,64,0.000512755,7800,0
135243,0,64,0.218361375,8201,0
135244,0,83,0.000285687,10500,0
135245,0,66,0.111970141,3750,0
135246,0,82,0.015924956,4583,0
135247,0,68,0.007427723,8750,1
135248,0,31,6670,,0
135249,0,23,0.094502499,2200,0
135250,0,49,240,,0
135251,1,28,0.394295302,2383,1
135252,0,38,0.309181761,1600,1
135253,1,40,0.486102779,5000,4
135254,0,37,0.656255164,6050,0
135255,0,57,1346,0,0
135256,0,70,0.333482643,8929,0
135257,0,33,0.148471616,3663,3
135258,1,59,0.076713325,5500,0
135259,0,78,45,,0
135260,0,32,0.567686463,5000,0
135261,0,64,0.239140316,15400,0
135262,0,85,0.057768924,501,0
135263,0,59,0.156956861,16666,2
135264,0,53,0.050257416,8157,2
135265,0,64,0.327810313,7000,0
135266,0,75,0.00449955,10000,0
135267,0,39,0.001332889,3000,2
135268,0,57,0.352700553,13200,2
135269,0,51,1063,0,0
135270,0,52,0.335680751,3833,3
135271,1,62,389,,0
135272,0,74,1,,0
135273,0,40,0.292902366,3000,1
135274,0,50,0.612638343,2800,2
135275,0,40,0.190468255,6000,0
135276,0,51,0.2131476,10480,3
135277,0,44,0.40394011,6344,3
135278,0,47,0.231420333,10750,5
135279,0,39,0.214357129,5000,3
135280,0,67,0.87137029,4166,0
135281,0,53,2153,,0
135282,0,42,0.364230985,5350,2
135283,0,26,0.170565887,5000,0
135284,0,46,0.950640425,3200,0
135285,0,48,0.216819282,9500,2
135286,0,38,0.419395151,4000,2
135287,0,61,0.331766823,10000,0
135288,0,35,0.625896823,8780,0
135289,0,32,0.519493502,3000,3
135290,0,29,0.19425998,13100,0
135291,0,64,0.217003771,2916,1
135292,0,30,0.678464307,5000,0
135293,0,42,2525,,0
135294,1,52,0.595330739,8223,0
135295,0,50,0.478592375,5114,2
135296,0,44,0.637034933,14083,2
135297,0,39,0.345724451,8150,2
135298,0,48,0.402759724,10000,0
135299,0,56,0.39406346,12700,0
135300,0,55,0.052189562,5000,2
135301,0,38,0.208190659,7300,0
135302,0,57,0.358853317,11650,1
135303,0,78,0.001919939,10416,0
135304,0,84,0.006105263,4749,0
135305,0,43,0.023395321,5000,2
135306,0,51,0.393208566,10365,2
135307,0,37,0.000249984,16000,0
135308,0,84,0,,0
135309,0,56,0.378108177,3900,5
135310,1,42,0.514193894,5600,3
135311,0,64,0.130322473,12000,3
135312,0,57,0,4832,0
135313,0,47,0.195958567,5888,3
135314,0,51,0.235626027,14000,0
135315,0,65,0.00839832,5000,0
135316,0,61,1.354556804,800,1
135317,1,51,0.534883721,6750,2
135318,0,43,0.402831094,4167,0
135319,0,25,0,820,0
135320,0,65,0.232093282,1800,0
135321,0,62,0.182224934,4916,0
135322,0,81,0.458569807,6166,0
135323,0,71,151,,
135324,0,58,0.595830674,4700,0
135325,1,27,0.637326015,5100,1
135326,0,58,41,,0
135327,0,58,1717,,0
135328,0,24,0,1000,0
135329,0,28,0.08788005,2400,0
135330,0,53,0.946462436,6854,0
135331,0,50,0.706862092,1500,0
135332,0,34,0.053578569,2500,1
135333,0,25,0.125997917,2880,0
135334,0,50,0.442956274,33000,3
135335,0,61,1358,,
135336,0,51,0.017494533,3200,0
135337,0,37,0.261489699,4416,0
135338,0,61,1182,0,2
135339,0,74,0.558459509,15916,0
135340,0,46,0.155321296,8916,0
135341,0,47,0.162790698,6750,1
135342,0,54,0.49330134,5000,1
135343,0,21,0,845,0
135344,0,65,0.08247938,8001,0
135345,1,34,0.160349059,7333,1
135346,0,62,0.0896048,23000,0
135347,0,48,2270,,
135348,0,50,0.190307049,12668,0
135349,0,38,361,,0
135350,0,51,2245,,0
135351,0,52,0.179882012,10000,1
135352,1,53,0.486894713,2250,1
135353,0,43,0.13625024,5210,0
135354,0,50,0.131498471,4250,0
135355,0,46,0.206566119,12000,0
135356,0,66,14,,0
135357,1,47,0.01336675,1196,0
135358,0,37,0,3840,0
135359,0,40,0.131829807,4300,3
135360,0,77,0,,0
135361,0,57,0.258617406,5250,3
135362,0,55,4557,,0
135363,0,31,0.286778819,8856,0
135364,1,67,2198,,0
135365,0,32,0.160964666,5348,0
135366,0,49,0.642098046,2916,0
135367,0,64,0.181946183,12783,0
135368,0,56,0.214715589,5150,0
135369,0,66,3429,,0
135370,0,66,0.108736408,8000,1
